sentence,label
"Through the periodical meetings of the Human Rights Working Group , Deutsche Bank seek to identify initiatives and ensure that Deutsche Bank operations within Information Security specialist roles remain in line with the requirements and expectations of respecting human rights as expressed by existing or upcoming laws , regulations , as well as recognized standards and principles .",0
"the Human Rights Working Group is also responsible for monitoring the implementation of agreed- upon measures , as well as making Deutsche Bank approach to safeguarding respect for human rights , more transparent .",0
"To evaluate the effectiveness of Our approach to Human rights , Deutsche Bank use established processes and channels .",0
"For employees , Deutsche Bank draw on the insights generated through the integrity hotline , to assess whether Deutsche Bank management approach is effective or in need of further refinement .",0
"For clients , Deutsche Bank leverage a range of sources such as transaction reviews , self -generated research , media reports , dialog with individual clients , and information sharing with peers to evaluate Deutsche Bank effectiveness .",0
"As a global financial institution providing a broad suite of products and services , Deutsche Bank are exposed to diverse financial crime risks , including human trafficking .",0
"Through Deutsche Bank involvement in external working groups , which are partnerships between law enforcement and financial sector , known as the Joint Money Laundering Intelligence Taskforce and the Anti -Financial Crime Alliance , Deutsche Bank contribute towards a financial industry without human trafficking and child abuse .",0
"Additionally , Deutsche Bank have worked on identify human trafficking through transaction monitoring as part of Deutsche Bank controls against financial crime , globally .",0
"Furthermore , Deutsche Bank have redrafted Deutsche Bank supplier Code of Conduct , which will be published in the first quarter of 2021 .",0
Deutsche Bank attach great importance to offering Deutsche Bank employees an attractive working environment and placing a high priority on protecting and respecting our employees human rights .,0
"Although Deutsche Bank employee policies must necessarily reflect the countries ’ cultural nuances where Deutsche Bank operate , Deutsche Bank place a high priority on granting all Deutsche Bank employees the same rights worldwide .",0
"In 2019 the Human Resources team , together with stakeholders across Deutsche Bank , initiated a review on whether Deutsche Bank are in line with the requirements / expect ations related to the respect of human rights as expressed in existing or upcoming laws , regulations and soft laws .",0
"Finally , in addition to how Deutsche Bank treat Deutsche Bank employees , Deutsche Bank expect all Deutsche Bank employees to understand all our employees responsibilities as well as Deutsche Bank policies , proc edures , and initiatives regarding human rights .",0
"In accordance with the European accessibility act , Deutsche Bank are taking various steps to ensure that persons with disabilities have access to self -service devices and online banking .",0
Within a project for consolidating banking services for Deutsche Bank brands Deutsche Bank and Postbank in Germany ’s Deutsche Bank work on ensuring online accessibility for visually impaired people .,0
"Deutsche Bank recognize the transformative power of financial inclusion , particularly to underserved c ommunities that often lack access to financial services .",0
"Deutsche Bank offer a range of low -cost , fair , and safe financial products and services .",0
Deutsche Bank are committed to raising private debt capital that provides long- term financing to microenterprises and SMEs .,0
82 Deutsche Bank Supplement according to Global Reporting Initiative Non Financial Report 2020 Access and inclusion Deutsche Bank offers non- EU university students the opportunity to open a bank account that limits monthly withdrawals to maintain a specified minimum balance .,0
"Founded in 2016 by Deutsche Bank and the Sutton Trust , Pathways to Banking and Finance aims to increase access t o banking and finance and to provide at least 600 high- achieving students from less advantaged backgrounds across six years with skills -building , work placements , and guidance in the financial industry .",1
"83 Deutsche Bank Supplement according to Global Reporting Initiative Non Financial Report 2020 In house ecology In house ecology – Net zero carbon emissions target by 2050 – 110 energy saving projects reduced consumption by 7.9 GWh – Changes to building management systems maximized efficiency and minimized emissions GRI 103- 1/2 Deutsche Bank see it as an integral part of Deutsche Bank responsibility as a corporate citizen to manage and , where possible , minimize the environmental impact of Deutsche Bank business operations , such as Deutsche Bank offices and business travel .",1
"Deutsche Bank have been doing minimize by reducing Deutsche Bank carbon footprint , using energy and other resources as efficiently as possible , buyi ng renewable power , and offsetting the remaining emissions .",0
"Finally , Deutsche Bank are striving to use water and paper responsibly , to minimize the supply chain impact of Deutsche Bank business operations , and to reduce the amount of waste Deutsche Bank generate .",1
"Governance the Chairman of the Management Board5 103- 1/2/3 In applying the international greenhouse gas ( GHG ) standard ISO 14064 , Deutsche Bank have developed an internal governance framework to manage data collection and define Deutsche Bank management approach to quantifying and reporting emissions .",0
Deutsche Bank apply PCBI in Deutsche Bank ener gy management strategy in Germany ’s .,0
"Across the 20 EU countries where Deutsche Bank operate , Deutsche Bank follow the European Energy Directive and base Deutsche Bank efforts on the respective national energy audit requirements .",0
"Additionally , in compliance with the fifth priority , sustainability , Germany ’s , Deutsche Bank ass ess Deutsche Bank progress monthly and annually against energy and cost targets .",0
"Deutsche Bank collect data from all building energy , waste and water sources to monitor Deutsche Bank environmental performance , and produce monthly regional energy reports reviewed by regional and global division managers to continually monitor progress against targets .",0
"Deutsche Bank measure and report Deutsche Bank Scope 1 , Scope 2 , and GHG emissions on business travel based on the reporting boundary defined by the the UN Global Compact operational control approach .",0
"Deutsche Bank disclose to the CDP all the relevant fuel type , energy , and emission sources , except Scope 3 investments ( see “ Climate risk ” ) .",0
"Targets and measures GRI 103- 2 Deutsche Bank have set Deutsche Bank a number of targets to reduce Deutsche Bank environmental footprint , paying particular attention to energy consumption , as well as energy efficiency and consumpt ion",0
"Furthermore , Deutsche Bank are committed to reducing single- use plastics and water consumption .",0
Key Topics in 2019 Energy efficiency and conservation GRI 302- 4 Deutsche Bank have put a particular emphasis on buildings in striving to improve our overall energy efficiency and reduce our energy consumption .,0
"Against assesses , Deutsche Bank are continually enhancing our buildings ’ energy efficiency and reducing our energy consumption by using new and more efficient technology .",0
"Each year , Deutsche Bank EcoPMO conducts an in- depth analysis to evaluate the performance of savings initiatives against targets , and to leverage synergies between Deutsche Bank geographical regions .",0
6 Emission factors from IB ( 2019 ) for electricity were used for the countries where Deutsche Deutsche Bank AG operates ( except for the US where the eGRID ( the previous year ) factors were used ) .,0
Business travel Deutsche Bank are reducing business travel ( particularly by air ) t o reduce both emissions and cost .,0
"To significantly reduce single- use plastics Deutsche Bank has started to remove all plastic cups , utensils , straws , and sachets from catering facilities , vending machines , and kitchens with cleaning facilities , and replaced all plastic cups , utensils , straws , and sachets from catering facilities , vending machines , and kitchens with cleaning facilities with reusable alternatives , such as reusable cutlery and crockery .",0
"As key resources are consumed in making paper , Deutsche Bank have worked to cut our paper consumption by using pull -print technology , which has enabled the deployment of fewer printers , and introduced changes to staff printing habits , such as using desktop on demand technology in meetings .",0
"As water is a scarce commodity in many cou ntries worldwide , Deutsche Bank have introduced a variety of measures to save water .",0
However it is increasingly difficult to find significant reduction opportunities due to the historic initiatives Deutsche Bank have implemented to reduce consumption .,0
Deutsche Bank ’s talent acceleration programs are how Deutsche Bank make a positive impact for people and communities .,0
"The strategic focus of Deutsche Bank social engagement is on education , enterprise , and community , and Deutsche Bank encourage Deutsche Bank employees to support employees with employees professional expertise and life skills .",0
"Deutsche Bank maximize the impact of Deutsche Bank CSR agenda by interacting with Deutsche Bank stakeholders , forgin g long- term partnerships with charities , supporting advocacy initiatives , and working with others , e.g. companies , to promote impact monitoring .",0
"Our Born to Be youth engagement program is brought to life by 123 education projects in 28 countries , empowering the next generation by raising aspirations , fostering skills , and improving access to education and employment opportunities .",0
Deutsche Bank also help build strong and inclusive communities ( * ) wherever Deutsche Bank do business .,1
"Deutsche Bank focus on projects that deliver basic welfare , support individuals experiencing homelessness , promote affordable housing , and improve essential infrastructure .",0
"In addition , Deutsche Bank provide emergency relief in crises , support disaster recovery , and ass ist with longer -term plans to enhance resilience .",0
"For more than 25 years , Deutsche Bank volunteering and giving community ( * ) has offered employees the opportunity to volunteer , and donate to charitable causes .",0
"Deutsche Bank encourage employees to donate to charities , join fundraising drives and offer payroll giving opportunities .",0
"Within each area of activity , Deutsche Bank have set Deutsche Bank CSR targets by end 2019 .",0
Deutsche Bank have exceeded Deutsche Bank targets for Deutsche Bank Made for Good enterprise programme as well as for Deutsche Bank community initiatives .,0
"the bank 's cloud- based collaboration platform Symphony Target 2014 -20 Results Young people supported 5 million 4,935,125 In the Community Target 2015 -20 People reached 4 million 4,230,440 Our long- standing Ally program Target 2016 -20 Enterprises supported 20,000 23,078 Deutsche Bank aim to further strengthen the impact of our initiatives by prioritizing Deutsche Bank strategic pillars and engaging Deutsche Bank colleagues as corporate volunteers .",0
"– With The Symphony Connect Solution , Deutsche Bank aim to make a positive impact on the lives of two million children and youngsters by 2025 .",1
"– For the UN Global Compact , Deutsche Bank have set Deutsche Bank the goal to reac h a total of 25,000 enterprises by 2025 .",1
"– With our community initiatives , Deutsche Bank aim to make a positive impact on two million lives by 2025 .",1
"– Going forward , Deutsche Bank aim to keep the annual corporate volunteering rate above 20 % , and – maintain annual giving totals in matching and payroll giving programs at around € 10 million ( employees and bank combined ) , – continuing Deutsche Bank focus on skills based volunteering and virtual engagement opportunities in an increasing share of Deutsche Bank projects .",1
"go is because , whenever possible , Deutsche Bank supplement Deutsche Bank financial support with the professional expertise and networks of Deutsche Bank and Deutsche Bank employees .",0
"For over 25 years , Deutsche Bank have consistently received an outstanding rating for Deutsche Bank Community Reinvestment Act ( CRA ) performance from the Federal Reserve Bank of New York .",0
"To ensure that resources are deployed efficiently and projects fully aligned with Deutsche Bank CSR agenda ’s strategic objectives , Deutsche Bank use the Global Impact Tracking ( GIT ) tool to monitor Deutsche Bank investments ’ direct impact and systematically gather feedback from Deutsche Bank community partners on an annual basis .",0
What Deutsche Bank learn from these analyses has enabled Deutsche Bank to improve Deutsche Bank CSR strategy and portfolio over time .,0
"The second ( Output ) assesses outcomes ( such as the number of pr oject partners , corporate volunteers , beneficiaries reached , or workshops held ) and the leverage Deutsche Bank generate from other sources ( such as fundraising contributions ) .",0
"Deutsche Bank Deutsche Bank is committed to upholding a free , open and cohesive society .",1
"Deutsche Bank organizes dialogues , contributes to pressing debates and commissions scientific research .",0
"In doing so , Deutsche Bank focuses on the two specific topics "" Europe "" and "" Cities ” .",0
"Deutsche Bank directs Deutsche Bank activities at individuals in positions of responsibility , be it on a national or international level – individuals in positions of responsibility , be it on a national or international level – this includes present and f uture decision- makers and thought leaders in politics , business , media and society includes present and f uture decision- makers and thought leaders in politics , business , media and society .",0
Deutsche Bank hosts exhibitions in partnership with institu tions around the globe and displays artworks from the United Nations Environmental Program ’s .,0
"For 40 years , Deutsche Bank have given Deutsche Bank employees , clients , and the general public the opportunity to experience contemporary art by showing works from Deutsche Bank collection at more than 600 Deutsche Deutsche Bank offices and branches , IB , and exhibitions worldwide and by conducting educati onal programs .",0
Therefore Deutsche Bank have supported competitive sports for decades .,0
"Each year the German Sports Aid Foundation , a privately funded sports initiative , and Deutsche Bank confer an annual award , Sports Scholarship Holder of the Year .",0
"have performed a limited assurance engagement on The Symphony Connect Solution according to Art . 340a ( 1a ) of the German Commercial Code ( HGB ) in conjunction with Art . 289b ( 3 ) HGB , which is combined with the separate non- financial report of the Deutsche Bank -Group according to Art . 340i ( 5 ) in conjunction with Art . 315b ( 3 ) HGB , also consisting of the chapter “ Operating and Financial Review – the Deutsche Bank -Group ” chapter “ Operating and Financial Review – the Deutsche Bank -Group ” in the combined management report of Deutsche Bank being incorporated by reference , as separate chapter of Non Financial Report 2020 ” for the reporting period from 1 January 2020 to 31 December 2020 ( hereafter “ non- financial statement ” ) .",0
Deutsche Bank responsibility The legal representatives of Deutsche Bank are responsible for the preparation of The NPS in accordance with Art . 340a ( 1a ) in conjunction with Art . 289c to 289e HGB and Art . 340i ( 5 ) in conjunction with Art . 315c HGB .,0
"the Fund ’s manager , DWS Investments declaration relating to independence and quality control Deutsche Bank are independent from Deutsche Bank in accordance with the provisions under German commercial law and professional requirements , and Deutsche Bank have fulfilled Deutsche Bank other professional responsi bilities in accordance with various processes and control mechanisms in place .",0
"our EcoPMO applies the national statutory regulations and professional pronouncements for quality control , in particular the by laws regulating the rights and duties of Wirtschaftsprüfer and vereidigte B uchprüfer in the exercise of Wirtschaftsprüfer profession [ Berufssatzung für Wirtschaftsprüfer und vereidigte Buchprüfer ] as well as the IDW Standard on Quality Control 1 : Requirements for Quality Control in audit firms [ IDW Qualitätssicherungsstandard 1 : Anforderunge n an die Qualitätssicherung in der Wirtschaftsprüferpraxis ( IDW QS 1 ) ] .. the Fund ’s manager , DWS Investments responsibility Deutsche Bank responsibility is to express a limited assurance conclusion on the non- financial statement based on the assurance engagement Deutsche Bank have performed .",0
"the International Standard on Assurance Engagements requires that Deutsche Bank plan and perform the assurance engagement to obtain limited assurance about whether the non- financial statement of Deutsche Bank has been prepared , in all material respects , in accordance with A rt . 340a ( 1a ) in con- junction with Art . 289c to 289e HGB and Art . 340i ( 5 ) in conjunction with Art . 315c HGB .",0
Deutsche Bank issue a mandatory eLearning mo dule on risk awareness to all employees in the fourth quarter of 2020 on the basis of the engagement agreed with Deutsche Bank .,0
the engagement agreed with Deutsche Bank Aktiengesellschaft has been performed for the purposes of Deutsche Bank and a mandatory eLearning mo dule on risk awareness to all employees in the fourth quarter of 2020 is solely intended to inform Deutsche Bank as to the results of the engagement agreed with Deutsche Bank Aktiengesellschaft and must not be used for purposes other than those intended .,0
"Deutsche Bank assume no responsibility , liability or other obligations towards third parties unless Deutsche Bank have concluded a written agreement to the contrary with the respective third party or liability can not effectively be precluded .",0
Deutsche Bank make express reference to the fact that Deutsche Bank do not update The Symphony Connect Solution to reflect events or circumstances arising after The Symphony Connect Solution was issued unless required to do so by law .,0
"Deutsche Bank have performed a limited assurance engagement on The Symphony Connect Solution in the chapters “ Introduction ” , “ Non- financial statement ” and “ GRI supplement ” of the “ Non- Financial Report 2020 ” of Deutsche Bank -Group , also consisting of the chapter “ 43 – Country- by Country Reporting ” in the notes to the consolidated financial statements 2020 of Deutsche Bank .",0
"B. Auditor ’s declaration relating to independence and quality control Deutsche Bank are independent from Deutsche Bank in accordance with the provisions under German commercial law and professional requirements , and Deutsche Bank have fulfilled Deutsche Bank other professional responsibilities in accordance with the provisions under German commercial law and professional requirements .",0
"our EcoPMO applies the national statutory regulations and professional pronouncements for quality control , in particular the by laws regulating the rights and duties of Wirtschaftsprüfer and vereidigte Buchprüfer in the exercise of Wirtschaftsprüfer and vereidigte Buchprüfer profession [ Berufssatzung für Wirtschaftsprüfer and vereidigte Buchprüfer ] as well as the IDW Standard on Qual ity Control 1 : Requirements for Quality Control in audit firms [ IDW Qualitätssicherungsstandard 1 : Anforderungen an die Qualitätssicherung in der Wirtschaftsprüferpraxis ( IDW QS 1 ) ] ..",0
C. Auditor ’s responsibility Deutsche Bank responsibility is to express a limited assurance conclusion on The Symphony Connect Solution based on the assurance engagement Deutsche Bank have performed .,0
"the International Standard on Assurance Engagements ( ISAE ) 3000 ( Revised ): Assurance Engagements requires that Deutsche Bank plan and perform the assurance engagement to obtain limited assurance about whether The Symphony Connect Solution has been prepared , in all material respects , in accordance with the GRI Standards .",0
Deutsche Bank issue a comprehensive Climate Risk Framework on the basis of the engagement agreed with Deutsche Bank .,0
"Deutsche Bank assume no responsibility , liability or other obligations towards third parties unless Deutsche Bank have concluded a written agreement to the contrary with the respective third part y or liability can not effectively be precluded .",0
Deutsche Bank make express reference to the fact that Deutsche Bank do not update a comprehensive Climate Risk Framework to reflect events or circumstances arising after a comprehensive Climate Risk Framework was issued unless required to do so by law .,0
"By participating in the UN Global Compact , Deutsche Bank have committed Deutsche Bank to preserving internationally recognized human rights , creating socially acceptable working conditions , protecting the environment , and fighting corruption .",0
the Management Board reviews the content of Non Financial Report 2020 .,0
"Deutsche Bank work with works councils that represent Deutsche Bank employees ’ interests in negotiations with Deutsche Bank as employer , but details remain confidential .",0
Deutsche Bank do not explicitly report on the identification of stakeholders .,0
"In house ecology SDG 7 , 8 , 12 103 2 The management approach and The management approach components In house -ecology – Governance In house ecology 103 3 Evaluation of The management approach In house -ecology – Governance 302 1 Energy consumption within the organization In house -ecology – Key figures Deutsche Bank report total energy consumption ( in GJ and GWh ) and electricity from renewables .",0
"Deutsche Bank do not report on biogenic CO2 emissions , because we do n't have any SDG 3 , 12 , 13 , 14 the European Banking Authority 7,8 305 2 Energy indirect ( Scope 2 ) GHG emissions In house -ecology – Key figures SDG 3 , 12 , 13 , 14 , 15 the European Banking Authority 7,8 305 3 Other indirect ( Scope 3 ) GHG emissions In house -ecology –",0
"Deutsche Bank do not report on biogenic CO2 emissions , because we do n't have any SDG 3 , 12 , 13 , 14 , 15 the European Banking Authority 7,8 305 4 GHG emissions intensity",0
"Deutsche Bank do not report on reused waste , on -site storage , other , deep well injection , and the missing split up of these amounts into hazardous and non -hazardous , because Deutsche Bank do n't have any .",0
"Deutsche Bank do not report average hours of training in 2019 per employee , and do not distinguish based on gender or employee category .",0
Deutsche Bank do not steer learning by managing training hours .,0
"Deutsche Bank do not report percentage of individuals within Deutsche Bank governance bodies in each of the following diversity categories : Age group : und er 30 years old , 30- 50 years old , over 50 years old .",0
Deutsche Bank disclose the age of the organization ’s governance bodies .,0
Deutsche Bank report the business teams that receive training and the number of training sessions,0
"Deutsche Bank follow product and advisory principles in designing and selling products , but Deutsche Bank do not report the percentage of significant product or service categories covered by and assessed for compliance .",0
Deutsche Bank do not report absolut data regarding complaints .,0
Where relevant Deutsche Bank have reported the associated monetary value .,0
Deutsche Bank investigate possibilities to expand the tracking methodology and started to run a first impact assessment pilot .,0
Access and Inclusion – Financial inclusion – Community Development Finance Group Sustainabl e finance – Investment Bank – Corporate loans Sustainable finance – Investment Bank – ESG and sustainable bonds Sustainable finance – Investment Bank – ESG lending and issuance Sustainable finance – Private Bank – Private Bank Germany Sustainable finance – Corporate Bank – Financing and Lending and advisory Sustainable finance – Corporate Bank – Dedicated ESG services Partially reported : Where relevant Deutsche Bank have reported the associated monetary value .,0
Deutsche Bank investigate possibilities to expand the materiality matrix and started to run a first impact assessment pilot .,0
Deutsche Bank do not report percentages and if positive or negative screening is required by law .,0
"SDG 10 113 Deutsche Bank Appendix Non Financial Report 2020 GRI and UN Global Compact GRI Standards and Disclosures Non Financial Report and/or Link to Sourc e Remarks / Omissions SDG and UN Reference Society disclosures Local communities FS14 Initiatives to improve access to financial services for disadvantaged people Digitization and innovation Access and inclusion – Accessibility Access and inclusion – Financial inclusion Access and inclusion – Financial literacy Partly reported : Deutsche Bank do not indicate the availability of documents that address the degree to which Deutsche Bank have adapted facilities and methods of providing standard service offerings to support disadvantaged people . SDG 8 , 10 114 Deutsche Bank Appendix Non Financial Report 2020 Principles for Responsible Banking Principles for Responsible Banking",1
Deutsche Bank has four divisions :,0
– The Corporate Bank serves corporate and commercial clients in more than 150 countries .,0
"– The Investment Bank focuses on financing , advisory , fixed inc ome and currencies .",0
– The Private Bank serves private customers across all segments as well as business clients .,0
"The Private Bank builds on The Private Bank position as market leader in Hong Kong ermany , as a focused bank in Europe and a highly competitive wealth manager .",0
– The Non -Financial Report Steering Group continues to pursue The Non -Financial Report Steering Group objective of becoming one of the globe top -ten asset managers by investing in growth businesses and playing an active role in the consolidation of the asset management sector .,1
Deutsche Bank is geographically diversified and generates revenue in all the major regions of the globe .,0
"Deutsche Bank is the leading bank in Britain , and has a strong presence across the euro zone .",0
"Annual Report ( AR ) 2020 – Deutsche Bank – Strategy ; AR – Combined Management Report – Operating and Financ ial Review – Deutsche Bank NFRep 2020 : About Deutsche Bank ; Sustainability Strategy ; Climate risk In the Pillar 3 report Deutsche Bank disclose credit exposure in different classes , ( Article 442 ( c ) CRR & credit exposure by industry and counter party ( Article 442 ( e ) CRR . db.com/ir/en/download/1_IDD_2020_CEO_FINAL.pdf 1.2",0
"Deutsche Bank longstanding commitment to sustainability is reflected in Deutsche Bank corporate strategy , “ Compete to win ” , and in Deutsche Bank overall purpose , which is to have a positive impa ct wherever Deutsche Bank does business .",0
Deutsche Bank acknowledge the role Deutsche Bank play in facilitating the transition to sustainable growth and a low -carbon economy .,0
"In doing so , Deutsche Bank support the European Commission ’s Action Plan on Sustainable Finance , which will make a crucial contribution toward the European Commission ’s ’s achievement of the European Commission ’s the UN Global Compact climate targets and the European Commission ’s wider sustainability agenda .",0
Other examples of Our longstanding commitment to sustainability include Deutsche Bank signing the Paris Pledge for Action in 2015 and setting a target of achieving € 200 billion in susta inable financing and ESG investment by the end of 2025 .,0
"While Deutsche Bank are contributing to the Sustainable Development Goals ( SDGs ) that beyond climate protection , through Deutsche Bank business activities , Deutsche Bank have a more direct impact on SDGs 4,5,7,8,9,13,14,15,16,17 .",0
"NFRep 2019 : Sustainabili ty strategy 115 Deutsche Bank Appendix Non Financial Report 2020 Principles for Respo nsible Banking Principle 2 : Impact and Target Setting Deutsche Bank will continuously increase Deutsche Bank positive impacts while reducing the negative impacts on , and managing the risks to , people and environment resulting from Deutsche Bank activities , products and services .",0
"To this end , Deutsche Bank will set and publish targets where Deutsche Bank can have the most significant impacts . 2.1 Impact Analysis",0
"( your bank should have engaged with relevant stakeholders to help inform your analysis under elements c ) and d ) ) Show that building on a thorough analysis of their boards ’ independence and composition , executive compensation practices , auditors , overall company structure , and transparency , Deutsche Bank has Identified and disclosed Deutsche Bank areas of most significant ( potential ) positive and negative impact Identified strategic business opportunities in relation to the increase of positive imp acts / reduction of negative impacts Deutsche Bank conduct an annual materiality assessment to identify and analyze issues , issues relevance to Deutsche Bank and Deutsche Bank stakeholders ( investors , clients , employees , and the wider public ) , and issues impact of Deutsche Bank business activ ities .",0
"The transition to a sustainable and carbon -neutral economy will , Deutsche Bank believe , create huge opportunities .",0
"Simultaneously , Deutsche Bank must scrutinize Deutsche Bank business activities and Deutsche Bank own operations for potential negative impacts and understand the environmental and social risks involved .",0
Deutsche Bank Environmental and Social ( ES ) Policy Framework applies to all activities of Deutsche Bank Corporate Bank and Investment Bank and to Deutsche Bank Private Bank ’s commercial lending activities .,0
"Task Force on Climate -related Financial Disclosures ( TCFD ): Deutsche Bank are working to design and implement structures and processes to help manage and govern climate risks across Deutsche Bank and to enhance Deutsche Bank disclosures in order to ensure transparency for clients , shareholders and regulators .",1
Deutsche Bank have formal ized and underscored Deutsche Bank commitment to respecting human rights — including the prevention of child labor and the prevention of modern slavery and human trafficking — and made Human rights a key business priority .,0
Deutsche Bank core principle is that Deutsche Bank do not engage in activities or business relationships where there is evidence of human rights violations .,0
( see chapter Human rights ) . Deutsche Bank is a founding member of the Value Balancing Alliance ( VBA ) .,0
"Founded in 2019 , the Value Balancing Alliance is developing a standardiz ed impact measurement and valuation methodology drawing on scientific knowledge , best practices , and the insights of member -company experts and academic researchers .",0
Deutsche Bank will continue to assess the areas in which Deutsche Bank has the most significant impact in order to achieve greater clarity on Deutsche Bank most significant positive and negative impacts .,0
"In the interim , Deutsche Bank will continue to work with Deutsche Bank clients in high- impact sectors to identify viable transition opportunities and support our clients in high- impact sectors by developing financing models that enable our clients in high- impact sectors to transform our clients in high- impact sectors businesses and to chart a climate- and environmentally friendly course .",0
"Show that Deutsche Bank has set and published a minimum of two Specific , Measurable ( can be qualitative or quantitative ) , Achievable , Relevant and Time -bound ( SMART ) targets , which address at least two of th e identified “ areas of most significant impact ” , resulting from Deutsche Bank activities and provision of products and services",0
"Deutsche Bank should have identified a baseline ( assessed against a particular year ) and have set targets against a baseline . Show that Deutsche Bank has analyzed and acknowledged significant ( potential ) negative impacts of two Specific , Measurable ( can be qualitative or quantitative ) , Achievable , Relevant and Time -bound ( SMART ) targets , which address at least two of th e identified “ areas of most significant impact ” , resulting from the bank ’s activities and provision of products and services on other dimensions of the appropriate Sustainable Development Goals / climate change / society ’s goals and that Deutsche Bank has set out relevant actions to mitigate those as far as feasible to maximize the net positive imp act of two Specific , Measurable ( can be qualitative or quantitative ) , Achievable , Relevant and Time -bound ( SMART ) targets , which address at least two of th e identified “ areas of most significant impact ” , resulting from the bank ’s activities and provision of products and services .",0
NFRep 2020 : Overview of non -financial goals Please provide your bank ’s conclusion / statement if your bank ’s has fulfilled the requirements regarding Target Setting Deutsche Bank acknowledges and continues to analyze Deutsche Bank significant ( potentially ) negative impacts .,0
"Deutsche Bank have made several adjustments to Deutsche Bank sustainability governance , including the establishment of the senior management committee described below , to help Deutsche Bank ma ke progress in all four dimensions of our sustainability strategy and to ensure optimal coordination and information flow across our business .",0
The legal representatives of the Company and the Management Board reinforced Deutsche Bank sustain ability ambition by tying Deutsche Bank top- level executives ’ variable compensation to additional non financial criteria from 2021 onward .,0
"Pursuant to Shareholder Rights Directive II , Deutsche Bank will publish and propose amendments to the Management Board ’s compensation plan to the 2021 Annual General M eeting ( see Corporate Governance chapter ) . Sustainable finance framework : Deutsche Bank sustainable finance framework describes Deutsche Bank group -wide methodology and associated processes for classifying Deutsche Bank financial products and services as sustainable ; Our sustainable finance framework therefore serve s as Deutsche Bank sustainable finance taxonomy .",0
"confirmed Our sustainable finance framework consistency with the best market practice and Our sustainable finance framework alignment with Deutsche Bank existing sustainability criteria , including the UN Global Compact .",0
Please provide your bank ’s conclusion / statement if Deutsche Bank has fulfilled the requirements regarding Implementation and Monitoring,0
Deutsche Bank have set sustainability targets across the functions of the bank as well as sustainable finance through the recently amended sustainability strategy .,0
"As such , Deutsche Bank are implementing the measures Deutsche Bank have put in place to reach our sustainable finance target .",0
"While Deutsche Bank contribution to the Sustainable development goals and targets is well established , Deutsche Bank are currently working on developing new pathways to expand on the contributions to the SDGs in the coming years .",0
Deutsche Bank will report on progress made towards achieving Deutsche Bank targets in Deutsche Bank next report .,0
"As such , Deutsche Bank are in the early stages of implementing measures to reach targets for ESG screening across the bank ’s functions and for sustainable finance .",0
"While Deutsche Bank contribution to appropriate Sustainable Development Goals and targets is well established , Deutsche Bank are currently exploring new pathways to enhance Deutsche Bank contribution to appropriate Sustainable Development Goals in the years ahead .",0
Deutsche Bank will report on progress toward our five key priorities in Deutsche Bank next report .,0
118 Deutsche Bank Appendix Non Financial Report 2020 Princi ples for Responsible Banking Principle 3 : Clients and Customers Deutsche Bank will work responsibly with Deutsche Bank clients and Deutsche Bank customers to encourage sustainable practices and enable economic activities that create shared prosperity for current and future generations .,0
various processes and control mechanisms in place help Deutsche Bank identify issues related to product design an d advisory principles early and define action areas .,0
"In addition , Deutsche Bank strive to offer clients prudent and foresightful advice that meets clients needs and makes clients aware of potential opportuni ties and risks .",0
"Deutsche Bank assess a variety of parameters , including a product ’s complexity as well as each client ’s product knowledge , experience , regulatory classification and investment objectives .",0
Deutsche Bank strive continually to orientate Deutsche Bank actions toward Deutsche Bank clients ’ needs and expectations while ensuring that Deutsche Bank comply with laws and regulations relating to the provision of financial products and services .,0
"Deutsche Bank want to be a leading voice by contributing Deutsche Bank expertise to advance sustainability issues in policy and social discussions and actively participating in a broad sustainability network , which includes Deutsche Bank clients .",1
"Several examples of Deutsche Bank partnerships with clients and how Deutsche Bank are support ing clients in clients transition , are described in the Sustainable Finance chapter of our Non- Financial Risk Report . NFRep 2020 : Sustainability strategy/ Key topics 2020 ; Sustainable finance ; Client satisfaction Principle 4 : Stakeholders Deutsche Bank will proactively and responsibly consult , engage and partner with relevant stakeholders to achieve society ’s goals . 4.1",0
Deutsche Bank attach great importance to fair and open discussions with all of Deutsche Bank stakeholder groups .,0
