sentence,is_goal
"Source : Press release dated March 19 , 2020 Continental AG is rewarding the exceptional commitment of Continental AG employees around the world in the past year with an extraordinary bonus .",N
Continental AG is one of the few companies that distribute such a bonus to all Continental AG eligible employees worldwide .,N
“ Continental AG are obviously not satisfied with the results for 2019 .,N
"Together w ith the employee representatives , Continental AG have thus agreed to honor the impressive and exceptionally high level of commitment of All Employees Worldwide in the form of an extraordinary financial recognition .",N
"Continental AG are actively shaping the current transformation in the mobility industry rather than simply letting the current transformation in the mobility industry happen , and are thus safeguarding Continental AG future viability , ” said I , adding : “ Continental AG are maintaining the employability of Continental AG staff for the internal and external job market across the world , based on Continental AG current additional agreement .",N
Continental AG have thus opened up prospects for the colleagues at Continental AG as well as at Continental Corporation .,N
The corona crisis and The corona crisis unforeseeable effects show that such a massive project like the transformation of Continental AG including the Vitesco Technologies spin -off can be successful only when everyone works together on a basis of trust .,N
Continental AG Code of Conduct sets out the cornerstones for good working conditions as the basis of Continental AG global collaboration .,N
Continental AG are preparing the employees affected for the technological changes and associated professional and personal challenges that the employees affected will face through structured retraining measures that are conducive to employment .,N
"In addition , Continental AG will meet Continental AG social comm itments based on Continental AG company values by offering employees – where necessary and feasible – prospects in other companies within the corporate network , including through an internal job market , within the scope of the general legal framework . Key figures fo r good working conditions 2019 2018 OUR BASICS Live Sustainable Engagement in % 81 80",N
"Continental AG are continually increasing Continental AG efforts to make working hours more flexible , including in the production environment .",N
"Continental AG view temporary employment as an option for increasing flexibility , to cover peaks in demand for example .",N
In the Spotlight Continental AG 2019 Integrated Sustainability Report Development of Material Sustainability Core Areas 49 The Autonomous Mobility and Safety business area – Continental AG launches qualification initiative,N
"In 2019 , Continental AG has founded The Autonomous Mobility and Safety business area .",N
"I nitially , the focus is on the group of untrained and semi -skilled workers , who Continental AG is giving access to further education and training programs certified by the Chamber of Industry and Commerce .",N
” Continental AG uses The Autonomous Mobility and Safety business area to actively manage the transformation process currently taking place across the entire automotive industry .,N
"As a company , Continental AG bear overall responsibility but can not implem ent needs -based qualification alone .",N
"Continental AG is accordingly calling on lawmakers , companies and , above all , employees to share the costs of the necessary qualifications .",N
"Continental AG is implementing a transparent , selective approach to strategic workforce planning to determine the future qualification requirements of different employee groups .",N
"In Continental AG Code of Conduct , which Continental AG updated at the start of 2019 , Continental AG grant Continental AG employees fundamental rights of co determination .",N
"Each position at Continental AG is objectively evaluated according to criteria such as tasks , management responsibility and responsibility for sales and earnings .",N
Non -tariff employees are remunerated according to Non -tariff employees position evaluations as well as Non -tariff employees individual experience and per formance .,N
Continental AG 2019 Integrated Sustainability Report Development of Material Sustainability Core Areas 51 Integrating Human Rights into B usiness Practices – Our Approach Policies and guidelines Continental AG is committed to the corporate -wide codes of conduct on respect for human rights and the core labor standards of the International Labour Organization ( ILO ) in accordance with the United Nations Guiding principles on Business and Human Rights .,N
"Continental AG expect Continental AG sup pliers , service providers and partners to promote the implementation of the requirements specified in Transformation 2019 – 2029 structural program in our sup pliers , service providers and partners respective supply chains as well .",N
"In Continental AG , Continental AG are pursuing a two -pronged and integrative management approach with regard to respect for human rights , which covers both Continental AG own 595 locations in 59 countries worldwide as well as the capital market .",N
Continental AG conducts mandatory online and classroom training for this purpose .,N
"Continental AG are reviewing potential new suppliers and service providers already before starting a business relationship by means of self -assessments and , in some cases , on- site audits , which may also include topics with relevance to human rights ( e.g. fire protection and occupational safety ) .",N
"To increase transparency and sustainability along Continental AG supply chains , Continental AG is actively collaborating with competitors and stakeholders in various cooperative industry approaches .",N
Continental AG has set up a Compliance & Anti -Corruption Hotline to give staff and third parties outside the corporation the opportunity to report violations of the Greenhouse Gas ( GHG ) Protocol or suspected violations of sustainability issues at Continental .,N
Continental AG concept Continental AG strive to be recognized by Continental AG customers as a benchmark in quality .,N
decreased 's why Continental AG does not make any compromises on quality .,N
"In day -to day work , breathe means addressing areas openly that can be improved , sharing experience , and learning from others .",N
"Since 2019 , Continental AG has been investing heavily in a quality -oriented culture .",N
"To reduce the number of road deaths and amount of material damage as much as possible , Continental AG is always working on new systems that improve vehicle safety in all vehicle classes .",Y
"” As Continental AG sees it , automated driving will be successful if people trust Assisted driving .",N
"With intelligent vehicle technology , Continental AG helps vehicle manufacturers to significantly improve safety on the roads .",N
Turn assist system from Continental AG protects cyclists and pedestrians,N
"Geraint Thomas and Team Sky have won the world ’s biggest bike race , the Tour de France , using Competition Pro LTD tires made from COKOONTM , an eco -friendly adhesive system for bonding textile reinforcing materials with rubber compounds , which are used , for example , in the tire industry as well as in the production of mechanical rubber goods such as hoses and conveyor belts .",N
"For the first step , Continental AG refine proven natural rubber with special synthetic rubbers into a high performance tread mixture .",N
"Furthermore , the science behind Continental AG is in constant development ; we can adjust the formulation of The Autonomous Mobility and Safety business area to mat ch individual requirements of new Continental AG tires rolling out of the factory in Wilmington , Delaware , U.S.A. , .",N
"Continental AG have set Continental AG the target of increasing the proportion of women in management positions at the executive and senior executive level to 16 % by 2020 , and to 25 % by 2025 .",Y
"Further information on Continental AG diversity strategy can be found in Global “ Sustainability Heroes ” Employee Engagement Campaign . To prevent corruption and antitrust violations in particular , the the Executive Board and Supervisory Board of Continental AG has established the global compliance organization together with the Compliance group function and regional subfunctions .",N
"Continental AG has a compliance management system , which is based on a comprehensive analysis of potential compli ance risks for the core areas of antitrust law and corruption prevention .",N
"On the basis of the sustainab ility strategy , particularly the strategic focus areas , the Executive Board and Continental AG determine performance criteria and goals for a sustainability factor of the respective long -term plan , e.g. with regard to CO 2 emissions , waste recycling rate , sustainable engagement , diversity as well as sickness absence and accident frequency rate for the plans starting in 2020 .",N
"In December 2019 , Continental and Kordsa and Supervisory Board of Continental AG issued the following annual decla ration in accordance with Section 161 of the German Stock Corporation Act ( Aktiengesetz – AktG ) : “ In accordance with Section 161 AktG , Continental and Kordsa and Supervisory Board of Continental AG declare that Continental AG has complied with and will comp ly with the recommendations issued by the Government Commission on the German Corporate Governance Code ( as amended on February 7 , 2017 ; published by the German Federal Ministry of Justice in the official section of the electronic Federal Gazette ( Bundesan zeiger ) on April 24 , 2017 ) , subject to the qualifications set forth below .",N
"Reference is made to the declaration of Continental and Kordsa and Supervisory Board of Continental AG of December 2018 , as well as to the previous declarations pursuant to Section 161 AktG and the qualifications regarding the four company values of Trust , Passion To Win , Freedom To Act and For One Another . › Pursuant to Section 5.4.1 ( 2 ) of the Greenhouse Gas ( GHG ) Protocol , Supervisory Board of Continental AG shall specify concrete objectives regarding Supervisory Board of Continental AG composition , which take into account , inter alia , an age limit to be established for members of Supervisory Board of Continental AG .",N
Supervisory Board of Continental AG has specified such objectives .,N
"However , Supervisory Board of Continental AG did not establish an age limit because Supervisory Board of Continental AG is of the opinion that such a general cr iterion is not suitable for evaluating the qualifications of an individual candidate for membership on Supervisory Board of Continental AG .",N
Continental AG also complies with all suggestions of the Greenhouse Gas ( GHG ) Protocol with the following exception : › Section 3.7 ( 3 ) ( suggestion A.5 of the new version ) of the Greenhouse Gas ( GHG ) Protocol suggests that Continental AG should convene an extraordinary Shareholders ’ Meeting in all cases of takeover bids .,N
Continental and Kordsa and Supervisory Board of Continental AG consider it more expedient to decide in each specific situation whether it is advisable to convene a Shareholders ’ Meeting .,N
"To date , corporate governance at Continental AG has been fundamentally based on Continental Continental AGCorporate Governance Principles , which are closely modeled on the German Corporate Governance Code and are published in the Company / Corporate Governance section of Continental AG website .",N
"Continental and Kordsa and Supervisory Board of Continental AG are examining whether Continental AG ’s Corporate Governance Principles , which are closely modeled on the German Corporate Governance Code and are published in the Company / Corporate Governance section of Continental ’s website are still required under the new version of the German Corporate Governance Code and the principles of corporate governance contained therein .",N
"As a German stock corporation , Continental AG has a dual management system characterized by a strict personnel division between Continental AG as the management body and Supervisory Board of Continental AG as the monitoring body .",N
Continental AG and Continental AG practices,N
"Continental AG has sole responsibility for managing Continental AG in the interests of Continental AG , free from instructions from third parties in accordance with the law , the Articles of Incorporation and Continental AG By Laws , while taking into account the resolutions of the Shareholders ’ Meeting .",N
The chairman of Continental AG is responsible for Continental AG overall management and business policy .,N
The chairman of the Executive Board ensures management coordination and uniformity on Continental AG and represents Continental AG to the public .,N
"Continental AG develops the Continental AG strategy , agrees",N
"As a rule , a membe r of Continental AG is not appointed beyond the statutory retirement age .",N
"Continental AG has By -Laws that regulate in particular the allocation of duties among The experts , key matters pertaining to Continental AG and Continental AG subsidiaries that require a decision to be made by Continental AG , the duties of The chairman of the Executive Board , and the process in which Continental AG passes resolutions .",N
the Executive Board ’s By Laws are available in the Company / Corporate Governance section of Continental ’s website Continental ’s website .,N
"In addition to Continental AG spokesman Nikolai Setzer , the members of Continental AG include the Continental AG members Frank Jourdan , Autonomous Mobility and Safety business area , and Helmut Matschi , Vehicle Networking and Information business area ; as well as Dr. Dirk Abendroth , chief technology officer for Continental AG ; Dr. Thomas Eller , Automotive Sales ; Katharina Rath , Human Relation s for Continental AG ; and Harald Stuhlmann , head of Finance and Controlling for Automotive .",N
Continental AG and Continental AG practices Continental AG appoints the members of Continental AG and collaborates with Continental AG to develop a long -term succession plan .,N
Continental AG discusses this at least once a year without Continental AG .,N
Continental AG supervises and advises Continental AG in managing Continental AG .,N
Continental AG is directly involved in decisions of material importance to Continental AG .,N
The chairman of Continental AG coordinates Continental AG work and represents Continental AG vis -à vis third parties .,N
"Within reasonable limits , The chairman of the Supervisory Board is prepared to talk to investors about issues specific to Continental AG .",N
"The chairman of the Supervisory Board maintains regular contact between meetings with Continental AG , and in particular with The chairman of the Executive Board , to discuss issues relating to Continental AG strategy , business development , risk management and compliance . Continental AG 2019 Integrated Sustainability Repor t Development of Material Sustainability Core Areas 58 Composition of Continental AG Continental AG comprises 20 members in accordance with the German Co -determination Act ( Mitbestimmungsgesetz – MitbestG ) and the Articles of Incorporation . Half 20 members are elected individually by the shareholders in the Shareholders ’ Meeting ( shareholder representatives ) , while the other half are elected by the employees of Continental AG and Continental AG German subsidiaries ( employee representatives ) .",N
Both the Executive Board and Chassis & Safety have an e qual duty to act in the interests of Continental AG .,N
Continental AG must be a shareholder representative .,N
Continental AG has the casting vote in the event of a tie .,N
"Continental AG has set up an informational program that provides newly elected members of Continental AG with a thorough overview of Continental AG products and technologies as well as finances , controlling and corporate governance at Continental AG .",N
"Continental AG has drawn up Continental AG own By -Laws that supplement the law and the Articles of Incorporation with more detailed provisions , including provisions on Continental AG meetings , the duty of confidential ity , the handling of conflicts of interest and Continental AG reporting obligations , and a list of transactions and measures that require the approval of Continental AG .",N
"Continental AG consults , in the absence of Continental AG , on a regular basis .",N
"Every two to three years , Continental AG reviews how effectively Continental AG and Continental AG committees have fulfilled Continental AG responsibilities .",N
Continental AG has adopted the recommendations that resulted from a global stakeholder survey in the first quart er of 2019 2016 .,N
"Profile of skills and expertise for Continental AG In accordance with Section 5.4.1 ( recommendation C.1 of the new version ) of the German Corporat e Governance Code , Continental AG has prepared a profile of skills and expertise and specified targets for Continental AG composition .",N
Continental AG should possess the skills and expertise described in more detail below : It is not expected that all Continental AG members possess all skills and expertise .,N
Continental AG assumes that all Continental AG members possess the knowledge and skill s required for the proper performance of all Supervisory Board members duties and the characteristics necessary for successful Continental AG work .,N
"Due to Continental Continental AGglobal activities , Continental AG requires international professional or business experience .",N
Continental AG should have professional experience in the automotive industry or other industries in which Continental AG operates .,N
"In particular , Continental AG wants to increase Continental AG expertise in the new business areas that are important parts of Continental AG strategy .",N
› Ma nagement experience : Continental AG should include members with management experience .,N
"Continental AG should possess financial knowledge and experience , namely in the areas of accounting , control and risk management systems , and the audit of financial statements .",N
"The chairman of the Audit Committee must have in -depth knowledge in the areas of accounting , control and risk management systems .",N
Members of Continental AG should have experience as a member of the supervisory board or executive board of a German listed company or as a member of such a body of a foreign listed company .,N
Continental AG has specified the following targets for Continental AG composition :,N
Continental AG 2019 Integrated Sustainability Repor t Development of Material Sustainability Core Areas 59 Continental AG should have an appropriate number of members who are deemed independent by Continental AG as defined in the German Corporate Governance Code .,N
Continental AG has not stipulated an age limit as recommended in Section 5.4.1 ( recommendation C .2 of the new version ) of the German Corporate Governance Code .,N
Continental AG does not consider such a general criterion to be suitable for deciding whether a candidate is eligible to be a member of Continental AG .,N
"According to Section 96 ( 2 ) AktG , Continental AG Continental AG is also subject to the requirement that at least 30 % of Continental AG members be women and at least 30 % be men .",N
"Continental AG reports on this on page 21 , in accordance with Section 289f ( 2 ) No . 4 to 6 HGB .",N
"However , the plenum of Continental AG is responsible for establishing the total remuneration of Executive Board members Executive Board .",N
"the Executive Board and Supervisory Board of Continental AG has conferred some of these participation rights on the Holis tic Engineering and Technologies – or he[a]t – area , each member of which may however , in individual cases , demand that a matter again be submitted to the plenary session for decision .",N
"the Audit Committeetasks relate to Continental AG accounting , the audit of the financial statements , risk management and compliance .",N
"In particular , the Audit Committee deals with the audit of the accounts , monitors the accounting process and the effectiveness of the internal control system , the risk management system , the internal audit system and compliance ; and performs a preliminary examination of Continental AG annual financial statements and the consolidated financial statements .",N
the Audit Committee makes the Audit Committee recommendation to the plenary session of the Executive Board and Supervisory Board of Continental AG .,N
"Furthermore , the Audit Committee discusses Continental AG draft interim financial reports .",N
the Audit Committee is also responsible for ensuring the necessa ry independence of auditors and deals with additional services performed by the auditors .,N
"the Audit Committee engages th e employee representatives , determines the focus of the report as necessary , negotiates the fee and regularly reviews the quality of the audit .",N
"the Audit Committee is also responsible for the preliminary audit of non financial reporting and for the engagement of an auditor f or an auditor f review , if any .",N
The chairman of the Audit Committee is Prof. Dr. Rolf Nonnenmacher .,N
Continental AG may act as chairman of the Audit Committee .,N
The Nomination Committee is responsible for nominating suitable candidates for the Executive Board and Supervisory Board of Continental AG to propose to the Annual Report for election .,N
"In addition , The Nomination Committee must propose targets for the Executive Board and Supervisory Board of Continental AG composition and profile of skills and expertise and review both regularly .",N
"The Nomination Committee consists entirely of shareholder representatives , specifically the two sharehol der representatives on the Chairman ’s Committee , Prof. Dr. -Ing . Wolfgang Reitzle ( chairman ) and Georg F. W. Schaeffler , the chairman of the Audit Committee , Prof. Dr. Rolf Nonnenmacher , and Maria -Elisabeth Schaeffler -Thumann as an additional member .",N
the Executive Board must then attempt mediation before a new vote is taken .,N
"To make it easier for shareholders to exercise shareholders rights , Continental AG offers all shareholder s who can not or do not want to exercise their voting rights themselves the opportunity to vote at the Annual Report via a proxy who is bound by instructions .",N
The annual financial statements of Continental AG are prepared in accordance with the acco unting regulations of the German Commercial Code ( Handels gesetzbuch – HGB ) .,N
"the Audit Committee has audited the four strategic focus areas of clean mobility , climate protection , circular econo my and sustainable supply chains , for which the respective challenges have been defined and the separate financial statements for more than 30 years .",N
Internal control system and risk management Diligent corporate management and good corporate governance also require that Continental AG deal with risks responsibly .,N
"Continental AG has a corporation -wide internal control and risk management system , especially in terms of the accounting process , that helps analyze and manage Continental AG risk situation .",N
"The website of Continental AG provides the latest information , including Continental AG financial reports , presentations held at analyst and investor conferences , press releases and ad -hoc disclosures .",N
"Report pursuant to Section 289f ( 2 ) No . 4 to 6 HGB Pursuant to Section 96 ( 2 ) AktG , the Supervisory Board of Continental AG consists of at least 30 % women and at least 30 % men .",N
"In accordance with Section 111 ( 5 ) AktG , Continental AG must set a target quota of women on The Autonomous Mobility and Safety business area and a deadline for achieving a target quota of women on the Executive Board .",N
"If the ratio of women is less than 30 % at the time a target quota of women on the Executive Board is set , the target must not subsequently fall below the ratio achieved .",N
"Based on the cur rent composition of The Autonomous Mobility and Safety business area , Continental AG does not anticipate any significant personnel changes in the coming years .",N
"As a global company , Continental AG continues to attach high priority to the goal of steadily increasing the proportion of women in management positions throughout Continental AG , above and beyond the legal requirements in Germany .",Y
Diversity concept Continental AG counts on the diversity of Continental AG employees .,N
Continental AG is also working on increasing the proportion of women in management positions .,Y
The Supervisory Board is convinced that The Supervisory Board will achieve diversity in The Supervisory Board composition in particular by fulfilling the profile of skills and expertise and meeting the targets for its composition .,N
"the Executive Board and Supervisory Board of Continental AG is firmly committed to Seven strategic dimensions for enhancing the value of the corporation on a sustainable basis Our seven strategic dimensions and that of “ zero tolerance , ” particularly with regard to corruption and antitrust violations .",N
The basis of Continental AG Compliance Management System ( CMS ) is a comprehensive analysis of the compliance risks to which Continental AG is exposed .,N
The head of the Audit Committee manages Continental AG in operational terms .,N
"The focal area of the work of the Audit Committee is preventing violations of antitrust and competition law , corruption , fraud and other property offenses , and infringements of regulations for the prevention of money laundering .",N
"The CMS consists of the three pillars of prevention , detection and response :",N
"Here , Continental AG attach great importance to in -person events at which we can address employees personally and directly and discuss employees questions .",N
Continental AG use e -learning programs as well .,N
"Continental AG has set up a Compliance & Anti -Corruption Hotline to give employees and third parties outside the corporation the opportunity to report violations of lega l regulations , its fundamental values and ethical standards .",N
Corporate Audit investigate and pursue all tips received by a Compliance & Anti -Corruption Hotline .,N
The number of tips received by a Compliance & Anti -Corruption Hotline has risen steadily over the pa st few years .,N
Continental AG see risen as a sign of increased awareness of compliance topics and as a success in Continental AG compliance work .,N
"In addition to compliance with Transformation 2019 – 2029 structural program and responsibi lity for Continental AG actions and behavior , Transformation 2019 – 2029 structural program addresses the following topics : › Compliance with laws , regulations and internal rules , standards and instructions › Respect for human rights and fair working conditions › Health , safety , the environment a nd product integrity › Honest business practices › Compliance with antitrust laws › Anti corruption › Prevention of money laundering › Conflicts of interest › Use of Continental AG corporate property › Data protection and cybersecurity › Confidential information an d intellectual property › Import and export regulations › Tax compliance In the revised version of Transformation 2019 – 2029 structural program , Continental AG have explicitly pledged to respect human rights , ensure fair working conditions and comply with tax regulations .",N
Continental AG take all information seriously and ensure that all information are treated confidentially to the extent permitted by l aw .,N
Continental AG can assure you that no -one is ever discriminated against for acting with integrity .,N
Tax Compliance Continental AG are aware of Continental AG social responsibility in meeting Continental AG tax obligations .,N
Continental AG take steps to ensure that there are no illegal tax reductions or infringements of Continental AG obligations to cooperate with the tax authorities .,N
Continental AG do not undertake any aggressive tax planning measures and pay taxes in the areas where Continental AG business operations create value .,N
"Continental Continental AG discloses tax information for all corporate entities on an annual basis , including income tax payments and income tax expenses , within the framework of Continental AG legal obligations to the German Federal Central Tax Office ( country -by country reporting ) .",N
The “ Global Diversity Network ” serves as a platform for cultural development .,N
"To promote the position of women in Continental AG , Continental AG have set Continental AG the target of increasing the proportion of female employees at the executiv e and senior executive levels to 16 % by 2020 and 25 % by 2025 .",Y
"In particular , Continental AG are continually increasing Continental AG efforts to make w ork more flexible .",N
Continental AG success in increasing workforce diversity in Continental AG depends to a great extent on the attitudes of management personnel .,N
"In particular , Continental AG is constantly subject to product liability and other claims in which Continental AG is accused of the alleged infringement of Continental AG duty of care , violations against warranty obligations or defects of material or workmanship .",N
"No assurance can be given that Continental AG will not incur substantial expenses as a result of the final judgments or settlements in some of these cases , or that substantial expenses will not exceed any provisions set up for these cases .",N
these decisions by the Hanover Regional Court are final .,N
Continental ’s Brazilian subsidiary Continental Brasil Indústria Automotiva Ltda . denies the accusation that Continental ’s Brazilian subsidiary Continental Brasil Indústria Automotiva Ltda . has infringed Brazilian antitrust law .,N
"CTSA ) , a subsidiary of Continental denies data on tread depth , possible damage , tire temperature and tire pressure .",N
Continental AG has set aside provisions that cover a fine of € 44.0 million .,N
Continental AG can not rule out the possibility that customers will claim for damages with reference to the European Commission .,N
"As a company , Continental AG are a part of society .",N
"For are , Continental AG are committed to being a good citizen within the local community at Continental AG locations around the world and actively promote and support social initiatives , activities , and projects .",N
"Continental AG do not make donations either directly or indirectly to political parties , political organizations , or politicians .",N
"In 2019 , a “ Volunteer Paid Time Policy ” was adopted at more than ten Continental AG manufacturing locations in Canada and the US a “ Volunteer Paid Time Policy enables full -time employees to apply for and contribute up to 16 hours of paid voluntary work per calendar year .",N
The management of Continental AG is geared toward creating added value .,N
Continental AG evaluate risks and opportunities responsibly and on an ongoing basis in order to achieve Continental AG goal of adding value .,N
Continental AG define risk as the possibility of internal or external events occurring that can have a negative influence on the attainment of Continental AG strategic and o perational targets .,N
"As a global corporation , Continental AG is exposed to a number of different risks that could impair business and , in extreme cases , endanger Continental AG existence .",N
Continental AG accept manageable risks if the resulting opportunities are expected to result in sustainable growth in value .,N
Continental AG consider growth in value in terms of the Continental Value Contribution ( CVC ) system described in the Corporate Management section .,N
"Risk and Opportunity Management and Internal Control System In order to operate s uccessfully as a company in a complex business environment and to ensure the effectiveness , efficiency and propriety of accounting and compliance with the relevant legal and sub -legislative regulations , Continental AG has created a governance system that encompasses all relevant business processes .",N
The Executive Board is responsible for The Autonomous Mobility and Safety business area .,N
The Supervisory Board and The Supervisory Board Audit Committee monitor The Autonomous Mobility and Safety business area effectiveness .,N
"In addition , Continental AG ensures accounting that complies with the requirements of law via guidelines on the preparation of financial statements and on accounting , access authorizations for IT systems and regulations on the involvemen t of internal and external specialists .",N
"If any weaknesses a re identified , Continental AG initiates the necessary measures .",N
"As part of Continental AG opportunity management activities , Continental AG assess market and economic analyses and changes in legal requirements ( e.g. with regard to fuel consumption and emission stan dards as well as safety regulations ) .",N
"In addition , Continental AG deal with the corresponding effects on the automotive sector and other relevant markets , Continental AG production factors and the composition and further development of Continental AG product portfolio .",N
The CMS incorporates all components o f risk reporting and the examination of the effectiveness of the Greenhouse Gas ( GHG ) Protocol .,N
"Moreover , the auditor of the corporation is required to report to the Audit Committee of the Supervisory Board of the Supervisory Board regarding any material weaknesses in the Greenhouse Gas ( GHG ) Protocol which the auditor of the corporation identified as part of their audit activities .",N
Material individual risk s for Continental AG are identified from all the reported r sisks based on the probability of occurrence and the amount of damage that would be caused in the period under consideration .,N
"The individual risks that Continental AG has classified as material and t he aggregated risks that have been assigned to risk categories are all described in New Code of Conduct for Employees and Compliance Training In 2019 , provided the potential negative EBIT effect of an individual risk or the sum of risks included in a category exceeds € 100 million in the period under consideration or there is a significant negative impact on the strategic corporate goals .",N
"Furthermore , the central controlling function analyzes the key figures provided as part of this reporting process at corporation and division level in order to assess the effects of potential risks . Continental AG 2019 Integrated Sustainability Report Risk and Opportunities 71 Continental AG has set up a Compliance & Anti -Corruption Hotline to give em ployees and third parties outside the corporation the opportunity to report violations of legal regulations , the corporation fundamental values and ethical standards .",N
"Tips received by a Compliance & Anti -Corruption Hotline are examined , pursued and dealt with fully by the Executive Board and Supervisory Board of Continental AG , as required , with the assistance of othe r departments . Risk management The responsible management initiates suitable countermeasures that are also documented in the GRC system for each risk identified and assessed as material .",N
"the Executive Board discusses and resolves further measures , and reports to the Supervisory Board ’s Audit Committee .",N
Financial risks Continental AG is exposed to risks in connection with Continental AG financing agreements and the syndicated loan .,N
Continental AG is exposed to risks associated with changes in currency exchange rates and hedging .,N
Market risks Continental AG could be exposed to material ris ks in connection with a global financial and economic crisis .,N
Continental AG operates in a cyclical industry .,N
Continental AG is reliant on certain markets .,N
Continental AG is exposed to risks associated with the market trends and developments that may greatly affect the demand for Continental AGproducts and systems .,N
Continental AG could be affected by the consequences of the outbreak of the new coronavirus ( SARS -CoV -2 ) .,N
Continental AG is exposed to risks associated with additional or higher tariffs .,N
Continental AG is exposed to fluctuations in the prices of raw materials and electronic components .,N
Continental AG is exposed to risks in connection with Continental AG pension commitments .,N
Continental AG is exposed to warranty and product liability claims .,N
Continental AG depends on a limited number of key suppliers for certain products .,N
Continental AG could be adversely affected by property loss and business interruption .,N
Continental AG is exposed to information -technology risks .,N
"Continental AG is exposed to risks in connection with Continental AG interest in MC Projects B.V. Legal and environmental risks Continental AG could become subject to additional burdensome environmental or safety regulations , and new regulations could adversely affect demand for Continental AG products and services .",N
Continental AG could be unsuccessful in adequately protecting Continental AG intellectual property and technical expertise .,N
› There is a risk that Continental AG could infringe on the industrial property rights of third parties .,N
Continental AG could be threatened with fines an d claims for damages for alleged or actual antitrust behavior .,N
Continental AG is exposed to risks from legal disputes .,N
"In the opinion of the Executive Board , the risk situation of Continental AG has not changed significantly in the past fiscal year , but has generally become more volatile .",N
"Considering the material opportunities , the overall risk assessment for Continental AG presents a reasonable risk and opportunities situation to which Continental AG strategic goals have been aligned accordingly . Continental AG 2019 Integrated Sustainability Report Further Informati on 73",N
Continental AG gives Continental AG comments on all core indicators in the table below .,N
"In the table below , Continental Corporation gives Continental Corporation comments on all the topic -specific Continental AG standards in the Economic , Environmental , and Social categories that are regarded as material .",N
SDG Index Continental AG Transformation 2019 – 2029 structural program Further Information 79 Continental AG features in various sustainability indices : Index Description Continental AG is listed in various ECPI sustainability indices .,N
Continental AG is represented in the FTSE4Good Index series .,N
DAX 50 ESG Continental AG is listed in the DAX 50 ESG . Continental AG also performed as follows in the rankings indicated below :,N
Disclaimer : KPMG would like to point out that neither the Sustainability Report were the subject of the audit activities .,N
The EuropeanCommission action plan forsustainable finance consists of ten proposals and The EuropeanCommission estimates that some € 180 billion of investment is requiredevery year in order to meet Europe ’s energy and climate targets .,N
The EuropeanCommission expects banks to support Its action plan forsustainable finance provide dedicated project funding.our,N
Alliance for Development and Climate – an initiative launched by Germany ’s FederalMinistry for Economic Cooperation and Development seeks to encourage companies to voluntarily reduce companies CO 2 emissions and keep companies business climate neutral .,N
"In response to Demand for them from our clients , our assetmanager DWS has expanded our assetmanager DWS offering .",N
our Group wide Sustainability Council is responsible foradvising the Management Board on sustainability topics and helping to drive the integration process throughout our .Besides applicable laws and regulations,N
"While our have definedsome SDGs our focus on through our corporate social responsibility ( CSR ) initiatives , our Asset Management divisioncontinues to integrate SDG factors into ESG and impact investing .",N
our Management Board has overall responsibility for achieving the desired cultural outcomes .,N
"the CIC Committee meets at least six times a year , establishes Group wide CIC initiatives , and drives the CIC themes and messages that are to be embedded in divisional , regional , and countryculture plans.our",N
"The bank ’s Management Board is chaired by the Chief Regulatory Officer and Chief Administrative Officerand comprises representatives from each division , function , and region , who are nominated by the respective The bank ’s Management Board member .",N
"Our Business Selection and Conflicts Office is a Level 1 control unit , reporting to theChief Regulatory Officer on the Management Board .",N
Our Business Selection and Conflicts Office provides an annual CoI report to the Management Board .Every,N
"Complaint handling in CIB has been harmonized in 2018 by introducing a consistent framework for complaint recording , reporting , and escalation across all CIB sub divisions .",N
This also provides our with the opportunity to emphasizethat our welcomes the activities of the European Commission as an important milestone to help Deutsche Bankbrand deliver onits Paris Climate Agreement goals and wider sustainability agenda .,N
Managing financial crime our Management Board is ultimately responsible for the management and mitigation of financial crime riskswithin our .,N
risksDeutsche Bank ’s Management Board delegates tasks relating to the management and mitigation of financial crime riskswithin the bank to the Anti Financial Crime function(AFC ) .,N
"the Alliance for Development and Climate – an initiative launched by Germany ’s FederalMinistry for Economic Cooperation and Development is a second line of defence control function , managing and mitigating the financial crime risks assigned to the Alliance for Development and Climate – an initiative launched by Germany ’s FederalMinistry for Economic Cooperation and Development in our ’s Non Financial RiskType Taxonomy .",N
"the Alliance for Development and Climate – an initiative launched by Germany ’s FederalMinistry for Economic Cooperation and Development develops and implements , or oversees the developmentby other areas of our of , policies , procedures , and processes that form our control framework for those risks .",N
